Score,Player_Name,Position,Team,Opposing_TeamFB,B2B,Salary,ImpPts,PtVal,MinutesProj,ProjPlusMinus,OppPlusMinus,Floor,AvgPts,Ceiling,Month_PPG,Season_PPG,Usage,UsageProj,PaceD,PER,Trend,MyTrends,Month_Salary_Change,Season_Salary_Change,Total,Pts,OppPts,Spread,Vegas,Run_Change,Season_Plus_Minus,Plus_Minus,Days_Between_games,OfficialPlusMinus,Refs,InjuryStatus,OppPlusMinusPct,Site_Salary,CeilingPct,Consistency,Month_Count,Season_Count,Confirmed,FloorPct,Pro_Pct,PtPerDPct,ProjPlusMinusPct,Upside,FantasyResultId,SpreadPct,ProjPct,Season_PPG_Percentile,Salary_Movement,MyTrends|custom,ActualPoints,IsLocked,Month_X2,Month_X1,Month_X0,Season_X2,Season_X1,Season_X0,SourceId,PlayerId,EventTeamId,PositionId,EventId
73.22, Tristan Thompson,PF,CLE,@GS,1A,4600,17.05,4.7,29.5,4.65,0.0,4.0,21.7,39.4,18.7,21.1,11.6,12.1,6.7,14.81,0,0,-1100,-600,208.0,100.8,107.3,6.5,65,-1.0,1.4,66,2,-0.3,"Boland,  Foster,  Kirkland",,46,91,77,47,11,91,Y,34,0,86,83,58,479370,57,61,66,97,0,23.5,False,18,36,45,30,36,32,3,12322,30045201,201,3004520
72.91, LeBron James,SF,CLE,@GS,1A,10400,42.35,4.5,37.7,4.45,0.1,31.4,46.8,62.2,46.5,46.9,32.9,35.0,6.7,27.06,0,0,300,-600,208.0,100.8,107.3,6.5,65,-1.0,2.9,86,2,-0.3,"Boland,  Foster,  Kirkland",,50,51,99,82,10,78,Y,99,0,79,81,64,479251,57,99,99,21,0,40.8,False,30,60,10,32,47,20,3,12624,30045201,201,3004520
72.6, Andrew Bogut,C,GS,CLE,  ,4300,15.74,5.2,23.4,6.46,-0.7,6.4,22.2,38.0,18.8,21.4,12.4,13.0,-6.7,17.57,0,0,-500,-1100,208.0,107.3,100.8,-6.5,90,-1.0,1.5,67,2,-0.3,"Boland,  Foster,  Kirkland",,25,56,73,65,11,82,Y,55,0,94,91,44,479395,43,63,67,87,0,21.9,False,27,54,18,26,41,31,3,12010,30045202,201,3004520
71.99, DeAndre Jordan,C,LAC,@LAL,1A,7500,29.7,4.5,32.0,3.7,2.9,11.2,33.4,55.6,32.3,36.0,12.9,14.0,0.1,19.47,0,0,-300,-200,207.5,110.0,97.5,-12.5,95,0.5,2.2,79,4,-0.1,"Cutler,  Richardson,  Stafford",,98,19,96,75,14,94,Y,70,0,79,76,58,479211,68,90,95,80,0,30.3,False,35,28,35,30,44,24,3,12215,30045401,201,3004540
71.72, Taj Gibson,PF,CHI,@OKC,1A,4700,17.48,4.6,29.2,4.12,2.1,6.2,21.6,37.0,19.5,19.3,14.6,12.9,-0.7,15.11,0,0,400,-200,206.0,98.0,108.0,10.0,48,0.5,1.0,61,4,0.1,"Ayotte,  Brown,  Davis",,95,56,71,84,13,78,Y,54,0,83,79,35,479467,44,61,59,17,0,31.0,False,38,38,23,23,48,28,3,12247,30045101,201,3004510
71.33, Draymond Green,PF,GS,CLE,  ,9200,37.12,4.5,37.8,4.28,-0.7,28.7,41.4,54.1,42.7,34.4,19.9,21.9,-6.7,19.09,0,0,1500,1400,208.0,107.3,100.8,-6.5,90,-1.0,3.6,92,2,-0.3,"Boland,  Foster,  Kirkland",,25,74,95,37,12,93,Y,97,0,79,80,84,479575,43,97,93,1,0,50.5,False,58,33,8,39,33,26,3,12401,30045202,201,3004520
70.62, Tyreke Evans,PG,NO,@MIA,1A,7300,28.83,4.4,35.4,3.27,-0.4,18.7,32.1,45.5,34.3,33.5,24.7,24.7,-3.8,20.61,0,0,,-100,200.0,97.8,102.3,4.5,46,0.3,2.5,82,2,0.0,"Brothers,  Buchert,  Corbin",,33,94,87,39,11,67,Y,89,0,75,73,86,479236,40,88,91,50,0,18.7,False,54,18,27,40,34,25,3,12229,30045001,201,3004500
69.01, Hassan Whiteside,C,MIA,NO,1H,7700,30.57,4.5,31.4,3.73,0.2,12.3,34.3,56.3,29.7,32.7,17.8,16.7,3.8,24.91,0,0,-800,0,200.0,102.3,97.8,-4.5,72,-0.2,4.3,95,3,0.0,"Brothers,  Buchert,  Corbin",,53,26,96,37,13,69,Y,73,0,79,77,86,479335,60,91,90,94,0,33.4,False,15,38,46,40,33,26,3,12301,30045002,201,3004500
68.88, Steven Adams,C,OKC,CHI,  ,4100,14.86,4.5,25.8,3.64,2.1,4.4,18.5,32.6,17.7,19.1,10.6,11.2,0.7,14.0,0,0,100,-200,206.0,108.0,98.0,-10.0,92,1.5,2.4,80,2,0.1,"Ayotte,  Brown,  Davis",,95,65,60,65,13,68,Y,35,0,79,76,53,479394,56,48,58,32,0,7.8,False,30,38,30,29,41,29,3,12478,30045102,201,3004510
67.32, Danny Green,SG,SAN,@HOU,1A,3500,12.25,4.4,24.6,3.05,1.7,4.6,15.3,26.0,13.8,19.9,15.1,14.4,4.6,8.52,0,0,-800,-700,204.5,105.8,98.8,-7.0,86,2.3,0.9,60,2,0.2,"Collins,  Phillips,  Zielinski",,91,89,40,69,15,89,Y,36,0,75,71,37,479521,66,36,62,94,0,9.2,False,26,53,20,24,42,32,3,12261,30045301,201,3004530
66.74, Dwyane Wade,SG,MIA,NO,1H,7100,27.95,4.3,30.2,2.45,0.6,16.4,30.4,44.4,31.4,30.8,30.7,30.4,3.8,21.09,0,0,-100,100,200.0,102.3,97.8,-4.5,72,-0.2,0.7,55,3,0.0,"Brothers,  Buchert,  Corbin",,65,61,86,37,13,66,Y,84,0,71,66,51,479273,60,84,87,69,0,31.2,False,30,38,30,28,33,37,3,12627,30045002,201,3004500
65.35, Kevin Love,PF,CLE,@GS,1A,7800,31.01,4.2,34.0,1.89,0.0,19.3,32.9,46.5,30.6,32.3,23.1,23.3,6.7,21.17,0,0,-500,600,208.0,100.8,107.3,6.5,65,-1.0,-0.2,43,2,-0.3,"Boland,  Foster,  Kirkland",,46,79,89,65,11,75,Y,90,0,67,61,41,479468,57,89,90,87,0,40.6,False,27,36,36,25,41,33,3,12189,30045201,201,3004520
65.04, JJ Redick,SG,LAC,@LAL,1A,4600,17.05,4.3,26.9,2.55,0.6,7.5,19.6,31.7,21.3,21.6,20.7,22.2,0.1,16.77,0,0,100,-400,207.5,110.0,97.5,-12.5,95,0.5,2.0,75,4,-0.1,"Cutler,  Richardson,  Stafford",,65,89,57,80,13,86,Y,59,0,71,67,64,479578,68,53,68,32,0,21.6,False,46,46,7,32,46,20,3,12138,30045401,201,3004540
64.93, Lou Williams,SG,LAL,LAC,  ,5400,20.54,4.3,31.1,2.46,0.4,10.6,23.0,35.4,24.1,22.4,20.8,21.1,-0.1,16.54,0,0,,600,207.5,97.5,110.0,12.5,45,0.0,3.3,90,2,-0.1,"Cutler,  Richardson,  Stafford",,59,74,67,72,13,82,Y,68,0,71,66,72,479401,32,66,70,50,0,11.2,False,53,30,15,34,43,21,3,12032,30045402,201,3004540
64.71, LaMarcus Aldridge,PF,SAN,@HOU,1A,7300,28.83,4.2,31.4,1.67,1.1,13.9,30.5,47.1,29.1,35.9,23.7,22.7,4.6,19.77,0,0,-500,-1400,204.5,105.8,98.8,-7.0,86,2.3,0.1,47,2,0.2,"Collins,  Phillips,  Zielinski",,81,51,89,39,15,76,Y,79,0,67,59,58,479396,66,85,94,87,0,30.8,False,20,46,33,30,34,35,3,12134,30045301,201,3004530
63.85, Jamal Crawford,SG,LAC,@LAL,1A,3500,12.25,4.3,24.1,2.85,0.6,4.8,15.1,25.4,16.1,19.7,21.3,17.6,0.1,11.1,0,0,-1200,-1700,207.5,110.0,97.5,-12.5,95,0.5,1.2,63,4,-0.1,"Cutler,  Richardson,  Stafford",,65,97,38,54,13,76,Y,37,0,71,69,47,479138,68,35,61,98,0,17.6,False,30,23,46,27,38,34,3,12514,30045401,201,3004540
62.55, Klay Thompson,SG,GS,CLE,  ,7200,28.39,4.1,34.5,0.81,1.0,15.8,29.2,42.6,31.7,30.0,22.5,24.2,-6.7,18.07,0,0,900,100,208.0,107.3,100.8,-6.5,90,-1.0,1.7,72,2,-0.3,"Boland,  Foster,  Kirkland",,78,84,83,51,11,90,Y,83,0,62,51,64,479486,43,82,86,6,0,27.7,False,54,9,36,32,37,30,3,12329,30045202,201,3004520
62.13, Goran Dragic,PG,MIA,NO,1H,5800,22.28,4.2,33.4,1.92,0.8,10.6,24.2,37.8,25.4,26.4,20.2,18.6,3.8,13.28,0,0,100,-700,200.0,102.3,97.8,-4.5,72,-0.2,1.6,69,3,0.0,"Brothers,  Buchert,  Corbin",,72,56,73,62,12,76,Y,68,0,67,62,61,479460,60,70,80,32,0,17.6,False,58,25,16,31,40,27,3,12220,30045002,201,3004500
61.91, Jrue Holiday,PG,NO,@MIA,1A,5600,21.41,4.3,25.7,2.69,-0.4,11.2,24.1,37.0,24.8,24.2,26.9,24.6,-3.8,19.5,0,0,200,-400,200.0,97.8,102.3,4.5,46,0.3,-0.5,40,2,0.0,"Brothers,  Buchert,  Corbin",,33,74,71,24,11,37,Y,70,0,71,68,64,479422,40,69,75,26,0,13.6,False,63,18,18,32,29,37,3,12240,30045001,201,3004500
61.47, Bobby Portis,PF,CHI,@OKC,1A,3800,13.55,4.3,18.1,2.95,2.1,3.1,16.5,29.9,14.8,12.8,,24.0,-0.7,,0,0,300,0,206.0,98.0,108.0,10.0,48,0.5,-0.2,44,4,0.1,"Ayotte,  Brown,  Davis",,95,47,51,98,4,6,Y,29,0,71,70,21,479369,44,41,33,21,0,18.5,False,25,50,25,16,66,16,3,12075,30045101,201,3004510
60.79, Jordan Clarkson,PG,LAL,LAC,  ,5800,22.28,4.3,32.9,2.52,-0.5,11.9,24.8,37.7,25.8,25.3,20.7,22.2,-0.1,14.72,0,0,300,-1000,207.5,97.5,110.0,12.5,45,0.0,3.7,93,2,-0.1,"Cutler,  Richardson,  Stafford",,30,56,73,54,13,71,Y,72,0,71,67,84,479177,32,71,78,21,0,17.1,False,23,46,30,39,38,22,3,12525,30045402,201,3004540
60.68, Matthew Dellavedova,PG,CLE,@GS,1A,4500,16.61,4.3,27.2,2.59,-0.6,7.6,19.2,30.8,20.4,14.3,16.1,14.6,6.7,13.96,0,0,100,600,208.0,100.8,107.3,6.5,65,-1.0,1.2,64,2,-0.3,"Boland,  Foster,  Kirkland",,27,89,54,43,11,90,Y,59,0,71,67,88,479174,57,51,39,32,0,18.5,False,36,54,9,41,35,23,3,12494,30045201,201,3004520
58.99, Lance Stephenson,SG,LAC,@LAL,1A,3500,12.25,4.3,19.6,2.75,0.6,3.9,15.0,26.1,11.2,12.8,14.1,20.4,0.1,7.99,0,0,0,0,207.5,110.0,97.5,-12.5,95,0.5,-2.2,27,4,-0.1,"Cutler,  Richardson,  Stafford",,65,61,40,54,13,63,Y,33,0,71,69,35,479375,68,34,33,63,0,5.7,False,38,23,38,23,38,38,3,12304,30045401,201,3004540
58.26, Dion Waiters,SG,OKC,CHI,  ,4200,15.3,4.1,27.1,1.9,0.9,4.5,17.2,29.9,15.5,19.4,18.4,19.3,0.7,10.51,0,0,-600,-800,206.0,108.0,98.0,-10.0,92,1.5,1.9,74,2,0.1,"Ayotte,  Brown,  Davis",,75,61,51,82,13,80,Y,36,0,62,61,51,479519,56,43,60,90,0,6.0,False,15,53,30,28,47,23,3,12372,30045102,201,3004510
58.05, Tony Parker,PG,SAN,@HOU,1A,5500,20.97,4.1,27.8,1.43,0.8,5.4,22.4,39.4,24.0,22.6,21.6,24.0,4.6,20.46,0,0,0,0,204.5,105.8,98.8,-7.0,86,2.3,1.5,69,2,0.2,"Collins,  Phillips,  Zielinski",,72,51,77,47,14,83,Y,40,0,62,57,58,479176,66,64,71,63,0,9.1,False,35,42,21,30,36,33,3,12605,30045301,201,3004530
57.41, Boris Diaw,PF,SAN,@HOU,1A,3600,12.68,4.1,20.0,2.22,1.1,3.7,14.9,26.1,14.2,16.3,16.0,16.1,4.6,13.52,0,0,100,-400,204.5,105.8,98.8,-7.0,86,2.3,1.3,66,2,0.2,"Collins,  Phillips,  Zielinski",,81,65,40,54,15,89,Y,32,0,62,64,75,479397,66,34,47,32,0,13.0,False,53,33,13,35,38,25,3,12634,30045301,201,3004530
57.27, Tim Duncan,C,SAN,@HOU,1A,6200,24.03,4.1,26.1,1.07,2.0,8.9,25.1,41.3,23.4,30.1,17.0,16.4,4.6,17.82,0,0,,-1300,204.5,105.8,98.8,-7.0,86,2.3,0.3,49,2,0.2,"Collins,  Phillips,  Zielinski",,94,22,80,39,12,86,Y,64,0,62,53,44,479276,66,72,86,50,0,27.7,False,8,41,50,26,34,38,3,12044,30045301,201,3004530
56.89, Justise Winslow,SF,MIA,NO,1H,3500,12.25,4.1,24.8,1.95,0.4,3.0,14.2,25.4,12.3,13.9,11.9,12.5,3.8,6.85,0,0,-200,-500,200.0,102.3,97.8,-4.5,72,-0.2,1.0,60,3,0.0,"Brothers,  Buchert,  Corbin",,59,84,38,37,13,27,Y,28,0,62,62,96,479543,60,31,37,75,0,19.2,False,38,38,23,51,33,14,3,12063,30045002,201,3004500
56.79, Pau Gasol,PF,CHI,@OKC,1A,8900,35.81,4.1,32.8,0.29,2.1,20.1,36.1,52.1,41.6,38.2,23.8,26.4,-0.7,21.56,0,0,1200,1000,206.0,98.0,108.0,10.0,48,0.5,2.9,87,4,0.1,"Ayotte,  Brown,  Davis",,95,4,94,77,12,85,Y,91,0,62,45,81,479172,44,94,96,3,0,45.6,False,50,50,0,37,45,16,3,12594,30045101,201,3004510
56.78, Larry Nance Jr.,PF,LAL,LAC,  ,3500,12.25,4.0,22.1,1.75,1.4,3.1,14.0,24.9,11.2,10.9,11.4,13.9,-0.1,9.53,0,0,0,0,207.5,97.5,110.0,12.5,45,0.0,-1.4,32,2,-0.1,"Cutler,  Richardson,  Stafford",,87,79,37,89,15,24,Y,29,0,57,60,41,479471,32,31,24,63,0,14.0,False,26,46,26,25,50,25,3,12097,30045402,201,3004540
56.63, Patty Mills,PG,SAN,@HOU,1A,3900,13.99,4.1,20.2,2.11,0.8,5.0,16.1,27.2,15.8,13.5,18.5,19.8,4.6,15.6,0,0,100,100,204.5,105.8,98.8,-7.0,86,2.3,0.2,48,2,0.2,"Collins,  Phillips,  Zielinski",,72,61,44,82,15,87,Y,38,0,62,63,64,479307,66,39,36,32,0,15.5,False,46,46,6,32,47,20,3,12264,30045301,201,3004530
55.08, Manu Ginobili,SG,SAN,@HOU,1A,4500,16.61,4.0,20.3,1.19,1.7,3.9,17.8,31.7,16.9,19.2,24.9,22.1,4.6,20.33,0,0,,400,204.5,105.8,98.8,-7.0,86,2.3,1.3,66,2,0.2,"Collins,  Phillips,  Zielinski",,91,51,57,65,13,77,Y,33,0,57,54,61,479277,66,46,59,50,0,19.7,False,23,38,38,31,41,27,3,12132,30045301,201,3004530
54.83, David West,PF,SAN,@HOU,1A,3600,12.68,3.9,16.7,1.32,1.1,1.0,14.0,27.0,14.7,21.3,17.7,17.3,4.6,15.86,0,0,-200,-1400,204.5,105.8,98.8,-7.0,86,2.3,0.8,58,2,0.2,"Collins,  Phillips,  Zielinski",,81,84,44,89,15,82,Y,17,0,52,56,51,479308,66,31,67,75,0,10.3,False,40,53,6,28,50,21,3,12632,30045301,201,3004530
54.73, Trevor Ariza,SF,HOU,SAN,1H,5500,20.97,4.1,34.6,1.33,-2.8,11.5,22.3,33.1,22.5,25.1,15.3,16.8,-4.6,11.12,0,0,-500,-300,204.5,98.8,105.8,7.0,53,1.8,2.7,85,2,0.2,"Collins,  Phillips,  Zielinski",,2,79,61,51,14,98,Y,71,0,62,56,84,479253,34,63,78,87,0,10.3,False,42,21,35,39,37,22,3,12671,30045302,201,3004530
52.67, D'Angelo Russell,PG,LAL,LAC,  ,5300,20.1,4.0,27.3,1.0,-0.5,9.7,21.1,32.5,23.8,22.3,22.3,24.1,-0.1,12.66,0,0,200,-400,207.5,97.5,110.0,12.5,45,0.0,2.5,81,2,-0.1,"Cutler,  Richardson,  Stafford",,30,74,59,95,15,29,Y,66,0,57,52,28,479490,32,59,70,26,0,27.9,False,26,53,20,20,58,20,3,12060,30045402,201,3004540
52.11, Chris Bosh,PF,MIA,NO,1H,7200,28.39,3.9,32.9,-0.29,-0.2,14.2,28.1,42.0,30.6,31.6,22.0,23.0,3.8,21.32,0,0,-800,-800,200.0,102.3,97.8,-4.5,72,-0.2,-0.2,44,3,0.0,"Brothers,  Buchert,  Corbin",,40,61,82,51,13,48,Y,80,0,52,41,53,479389,60,80,88,94,0,49.0,False,38,38,23,29,37,33,3,12626,30045002,201,3004500
50.01, James Harden,SG,HOU,SAN,1H,10600,43.22,4.0,36.5,-0.82,-2.4,28.6,42.4,56.2,46.6,45.8,32.3,32.2,-4.6,25.59,0,0,200,-200,204.5,98.8,105.8,7.0,53,1.8,1.8,72,2,0.2,"Collins,  Phillips,  Zielinski",,3,61,96,54,15,98,Y,97,0,57,36,69,479399,34,98,99,26,0,36.3,False,33,53,13,33,38,27,3,12228,30045302,201,3004530
49.81, Clint Capela,PF,HOU,SAN,1H,4900,18.35,3.8,21.5,0.35,-0.2,3.4,18.7,34.0,22.3,16.0,15.4,16.1,-4.6,21.14,0,0,400,500,204.5,98.8,105.8,7.0,53,1.8,2.1,76,2,0.2,"Collins,  Phillips,  Zielinski",,40,95,63,72,14,51,Y,30,0,47,47,61,479210,34,49,46,17,0,12.5,False,35,50,14,31,43,25,3,12572,30045302,201,3004530
49.48, Jimmy Butler,SG,CHI,@OKC,1A,8500,34.06,4.0,38.2,-0.46,0.1,20.4,33.6,46.8,35.5,35.4,23.1,24.1,-0.7,20.77,0,0,100,1000,206.0,98.0,108.0,10.0,48,0.5,1.3,66,4,0.1,"Ayotte,  Brown,  Davis",,50,10,89,54,13,75,Y,91,0,57,39,81,479444,44,90,94,32,0,41.2,False,23,53,23,37,38,24,3,12346,30045101,201,3004510
49.2, Derrick Rose,PG,CHI,@OKC,1A,6300,24.46,3.7,32.5,-1.06,1.2,10.4,23.4,36.4,24.4,28.3,24.6,24.7,-0.7,9.78,0,0,-700,-1800,206.0,98.0,108.0,10.0,48,0.5,0.8,58,4,0.1,"Ayotte,  Brown,  Davis",,83,51,70,62,13,66,Y,68,0,43,34,47,479545,44,67,84,92,0,21.3,False,15,53,30,27,40,31,3,12187,30045101,201,3004510
48.98, Nikola Mirotic,SF,CHI,@OKC,1A,4800,17.92,3.8,21.9,0.08,0.5,6.7,18.0,29.3,18.8,19.4,20.9,20.9,-0.7,13.78,0,0,-900,-700,206.0,98.0,108.0,10.0,48,0.5,-0.1,46,4,0.1,"Ayotte,  Brown,  Davis",,62,65,49,22,13,87,Y,56,0,47,44,61,479127,44,46,60,96,0,22.4,False,23,38,38,31,28,40,3,12340,30045101,201,3004510
48.37, Eric Gordon,SG,NO,@MIA,1A,5000,18.79,3.8,34.3,0.41,-1.0,8.3,19.2,30.1,18.3,23.7,20.1,16.2,-3.8,14.15,0,0,-1100,-200,200.0,97.8,102.3,4.5,46,0.3,2.6,82,2,0.0,"Brothers,  Buchert,  Corbin",,18,74,52,72,13,81,Y,62,0,47,48,72,479442,40,51,74,97,0,23.6,False,7,53,38,34,43,22,3,12191,30045001,201,3004500
43.59, Ryan Anderson,PF,NO,@MIA,1A,6000,23.15,3.6,31.0,-1.55,0.1,8.5,21.6,34.7,23.6,22.7,22.0,19.0,-3.8,17.67,0,0,-700,600,200.0,97.8,102.3,4.5,46,0.3,1.3,66,2,0.0,"Brothers,  Buchert,  Corbin",,50,61,65,47,11,63,Y,62,0,38,30,58,479126,40,61,71,92,0,30.1,False,9,63,27,30,36,33,3,12204,30045001,201,3004500
42.23, Kobe Bryant,SG,LAL,LAC,  ,7200,28.39,3.7,31.2,-1.59,0.4,15.7,26.8,37.9,29.7,29.6,29.4,28.0,-0.1,13.62,0,0,300,-1000,207.5,97.5,110.0,12.5,45,0.0,-0.2,44,2,-0.1,"Cutler,  Richardson,  Stafford",,59,19,73,47,14,33,Y,83,0,43,30,58,479550,32,77,85,21,0,21.1,False,42,42,14,30,36,33,3,12678,30045402,201,3004540
41.64, Ty Lawson,PG,HOU,SAN,1H,3600,12.68,3.5,18.2,-0.08,0.2,2.3,12.6,22.9,11.2,26.7,15.9,15.7,-4.6,8.24,0,0,-1500,-3900,204.5,98.8,105.8,7.0,53,1.8,-1.8,30,2,0.2,"Collins,  Phillips,  Zielinski",,53,74,33,27,12,73,Y,25,0,35,43,28,479576,34,25,81,99,0,17.1,False,8,25,66,20,30,49,3,12241,30045302,201,3004530
41.13, Festus Ezeli,C,GS,CLE,  ,4800,17.92,3.7,18.2,-0.32,-0.7,2.8,17.6,32.4,22.3,14.4,17.5,19.3,-6.7,19.76,0,0,500,1300,208.0,107.3,100.8,-6.5,90,-1.0,1.6,70,2,-0.3,"Boland,  Foster,  Kirkland",,25,61,59,47,12,66,Y,28,0,43,40,81,479487,43,45,39,14,0,9.8,False,58,33,8,37,36,25,3,12397,30045202,201,3004520
40.7, Julius Randle,PF,LAL,LAC,  ,5600,21.41,3.2,20.4,-3.51,1.4,4.6,17.9,31.2,26.3,25.8,21.2,21.8,-0.1,14.32,0,0,-100,1100,207.5,97.5,110.0,12.5,45,0.0,3.7,92,2,-0.1,"Cutler,  Richardson,  Stafford",,87,89,55,43,14,28,Y,36,0,26,17,90,479254,32,46,79,69,0,26.6,False,35,35,28,42,35,21,3,12553,30045402,201,3004540
