Score,Player_Name,Position,Team,Opposing_TeamFB,B2B,Salary,ImpPts,PtVal,MinutesProj,ProjPlusMinus,OppPlusMinus,Floor,AvgPts,Ceiling,Month_PPG,Season_PPG,Usage,UsageProj,PaceD,PER,Trend,MyTrends,Month_Salary_Change,Season_Salary_Change,Total,Pts,OppPts,Spread,Vegas,Run_Change,Season_Plus_Minus,Plus_Minus,Days_Between_games,OfficialPlusMinus,Refs,InjuryStatus,OppPlusMinusPct,Site_Salary,CeilingPct,Consistency,Month_Count,Season_Count,Confirmed,FloorPct,Pro_Pct,PtPerDPct,FloorPtPerDPct,ProjPlusMinusPct,Upside,FantasyResultId,SpreadPct,ProjPct,Season_PPG_Percentile,Salary_Movement,MyTrends|custom,ActualPoints,IsLocked,Month_X2,Month_X1,Month_X0,Season_X2,Season_X1,Season_X0,SourceId,PlayerId,EventTeamId,PositionId,EventId
76.2, Wayne Ellington,SG,BKN,@ORL,  ,10,12.21,1820.0,28.0,5.99,-1.3,3.7,18.2,32.7,,,16.9,18.4,-0.7,11.36,0,0,0,-8,199.5,96.0,103.5,7.5,36,0.2,,50,2,-0.1,"Davis,  Jones,  Richardson",,35,97,49,,,0,Y,37,0,98,25,97,,487171,47,58,,89,0,8.7,False,,,,,,,11,12249,30060501,201,3006050
76.07, Ramon Sessions,PG,WAS,@TOR,  ,10,12.21,2070.0,25.0,8.49,-3.7,7.0,20.7,34.4,,,20.0,22.5,-4.6,16.21,0,0,,-4,203.5,98.0,105.5,7.5,48,-0.3,,50,2,-0.4,"Ford,  Fraher,  Guthrie",,14,99,56,,,0,Y,53,0,99,30,99,,487597,41,67,,50,0,25.9,False,,,,,,,11,12180,30060701,201,3006070
75.93, Devin Harris,SG,DAL,GS,  ,10,12.21,1850.0,23.7,6.29,-2.0,6.4,18.5,30.6,,,16.8,19.1,4.0,13.14,0,0,0,-3,208.5,102.5,106.0,3.5,74,0.0,,50,2,0.2,"Kogut,  Malloy,  Zielinski",,28,96,44,,,0,Y,49,0,98,29,98,,487228,34,59,,89,0,15.2,False,,,,,,,11,12653,30061002,201,3006100
75.91, Manu Ginobili,SG,SAN,PHX,  ,14,17.05,1407.1,20.3,2.65,2.4,7.4,19.7,32.0,,,24.5,22.3,5.7,19.84,0,0,0,-3,198.0,106.3,91.8,-14.5,87,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,74,88,47,,,0,Y,56,0,89,27,90,,487179,64,63,,89,0,15.7,False,,,,,,,11,12132,30061102,201,3006110
75.87, Terrence Ross,SF,TOR,WAS,  ,11,13.42,1736.4,28.3,5.68,-0.7,7.2,19.1,31.0,,,15.2,18.2,4.6,11.52,0,0,1,-3,203.5,105.5,98.0,-7.5,85,1.2,,50,2,-0.4,"Ford,  Fraher,  Guthrie",,41,98,44,,,0,Y,54,0,98,29,97,,487174,59,61,,9,0,21.2,False,,,,,,,11,12375,30060702,201,3006070
75.61, Garrett Temple,SG,WAS,@TOR,  ,12,14.63,1675.0,35.4,5.47,-1.4,9.2,20.1,31.0,,,14.8,14.3,-4.6,10.66,0,0,2,2,203.5,98.0,105.5,7.5,48,-0.3,,50,2,-0.4,"Ford,  Fraher,  Guthrie",,35,99,44,,,0,Y,63,0,97,33,97,,487276,41,64,,5,0,11.3,False,,,,,,,11,12266,30060701,201,3006070
75.51, Tyson Chandler,C,PHX,@SAN,1A,10,12.21,1790.0,21.0,5.69,-2.0,1.8,17.9,34.0,,,10.2,13.6,-5.7,11.43,0,0,-6,-12,198.0,91.8,106.3,14.5,13,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,28,98,54,,,0,Y,24,0,98,0,97,,487714,36,57,,99,0,27.5,False,,,,,,,11,12593,30061101,201,3006110
75.31, PJ Tucker,SF,PHX,@SAN,1A,10,12.21,1990.0,30.2,7.69,-5.5,8.0,19.9,31.8,,,10.9,13.7,-5.7,9.27,0,0,-2,-9,198.0,91.8,106.3,14.5,13,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,6,99,46,,,0,Y,60,0,99,35,98,,487442,36,64,,95,0,15.9,False,,,,,,,11,12150,30061101,201,3006110
75.17, Aaron Brooks,PG,CHI,IND,  ,10,12.21,1960.0,26.1,7.39,-3.8,7.8,19.6,31.4,,,24.4,21.7,0.1,16.4,0,0,0,-4,201.5,102.3,99.3,-3.0,72,0.0,,50,2,0.1,"Blair,  Lewis,  Phillips",,13,96,45,,,0,Y,59,0,98,33,98,,487754,52,63,,89,0,35.7,False,,,,,,,11,12172,30060802,201,3006080
75.11, Trey Burke,PG,UTA,@MIN,1A,12,14.63,1666.7,23.3,5.37,-1.7,7.8,20.0,32.2,,,24.0,26.2,3.7,15.21,0,0,1,-10,191.0,93.5,97.5,4.0,22,-3.8,,50,2,0.0,"Collins,  Mauer,  Williams",,30,97,48,,,0,Y,59,0,97,29,97,,487711,56,64,,9,0,33.7,False,,,,,,,11,12482,30060901,201,3006090
75.07, TJ Warren,SF,PHX,@SAN,1A,11,13.42,1836.4,27.5,6.78,-5.5,6.5,20.2,33.9,,,19.1,21.8,-5.7,17.52,0,0,0,0,198.0,91.8,106.3,14.5,13,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,6,99,54,,,0,Y,49,0,98,28,98,,487611,36,65,,89,0,17.4,False,,,,,,,11,12546,30061101,201,3006110
75.05, Marreese Speights,PF,GS,@DAL,1A,10,12.21,1820.0,16.0,5.99,-1.6,3.8,18.2,32.6,,,28.0,30.9,-4.0,8.2,0,0,0,-1,208.5,106.0,102.5,-3.5,87,-5.0,,50,2,0.2,"Kogut,  Malloy,  Zielinski",,32,88,49,,,0,Y,38,0,98,25,97,,487811,66,58,,89,0,17.0,False,,,,,,,11,12199,30061001,201,3006100
75.01, Paul Pierce,SF,LAC,@CHR,1A,10,12.21,1960.0,24.1,7.39,-4.3,7.0,19.6,32.2,,,14.5,21.1,-0.1,6.9,0,0,0,-9,201.0,101.8,99.3,-2.5,70,0.3,,50,2,0.2,"Brown,  Taylor,  Zarba",,10,98,48,,,0,Y,53,0,98,30,98,,487073,46,63,,89,0,27.5,False,,,,,,,11,12121,30060401,201,3006040
74.86,Raul Neto,PG,UTA,@MIN,1A,10,12.21,1770.0,23.8,5.49,-1.7,4.8,17.7,30.6,,,17.1,16.4,3.7,10.7,0,0,0,0,191.0,93.5,97.5,4.0,22,-3.8,,50,2,0.0,"Collins,  Mauer,  Williams",,30,91,44,,,0,Y,41,0,98,26,97,,487133,56,57,,89,0,3.2,False,,,,,,,11,22390,30060901,201,3006090
74.72, Patty Mills,PG,SAN,PHX,  ,10,12.21,1690.0,21.2,4.69,-1.4,5.8,16.9,28.0,,,18.4,18.2,5.7,15.67,0,0,0,-1,198.0,106.3,91.8,-14.5,87,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,35,98,33,,,0,Y,45,0,97,28,96,,487689,64,54,,89,0,12.7,False,,,,,,,11,12264,30061102,201,3006110
74.71, Frank Kaminsky,PF,CHR,LAC,  ,11,13.42,1681.8,25.3,5.08,-1.2,5.3,18.5,31.7,,,14.9,16.0,0.1,13.03,0,0,1,-4,201.0,99.3,101.8,2.5,56,-0.7,,50,2,0.2,"Brown,  Taylor,  Zarba",,38,99,46,,,0,Y,44,0,97,26,96,,487800,54,59,,9,0,24.3,False,,,,,,,11,12067,30060402,201,3006040
74.67, Boris Diaw,C,SAN,PHX,  ,10,12.21,1870.0,24.6,6.49,-3.5,6.4,18.7,31.0,,,16.5,16.6,5.7,13.61,0,0,0,-8,198.0,106.3,91.8,-14.5,87,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,15,96,44,,,0,Y,49,0,98,29,98,,487230,64,60,,89,0,18.8,False,,,,,,,11,12634,30061102,201,3006110
74.46, Hollis Thompson,SF,PHI,@SAC,  ,10,12.21,1660.0,27.5,4.39,-1.2,5.5,16.6,27.7,,,14.6,13.7,2.2,8.3,0,0,0,-5,216.0,102.8,113.3,10.5,75,1.8,,50,2,0.3,"Capers,  Nansel,  Wall",,38,97,32,,,0,Y,44,0,97,27,95,,487760,39,53,,89,0,14.9,False,,,,,,,11,12420,30061301,201,3006130
74.07, Devin Booker,SG,PHX,@SAN,1A,10,12.21,1860.0,29.0,6.39,-5.3,6.5,18.6,30.7,,,15.4,18.6,-5.7,12.78,0,0,0,0,198.0,91.8,106.3,14.5,13,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,6,99,44,,,0,Y,49,0,98,29,98,,487328,36,60,,89,0,10.6,False,,,,,,,11,12068,30061101,201,3006110
73.81, Boban Marjanovic,SF,SAN,PHX,  ,10,12.21,1820.0,15.3,5.99,-2.4,1.8,18.2,34.6,,,,23.9,5.7,,0,0,,0,198.0,106.3,91.8,-14.5,87,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,25,91,57,,,0,Y,24,0,98,0,97,,487329,64,58,,50,0,24.4,False,,,,,,,11,12673,30061102,201,3006110
73.8, DeAndre Jordan,C,LAC,@CHR,1A,29,35.17,1341.4,34.7,3.73,-3.2,16.9,38.9,60.9,,,13.0,19.1,-0.1,19.63,0,0,-2,-5,201.0,101.8,99.3,-2.5,70,0.3,,50,2,0.2,"Brown,  Taylor,  Zarba",,16,51,98,,,0,Y,86,0,87,28,93,,487220,46,96,,95,0,31.1,False,,,,,,,11,12215,30060401,201,3006040
73.79, Trevor Booker,PF,UTA,@MIN,1A,12,14.63,1725.0,27.5,6.07,-4.0,7.0,20.7,34.4,,,13.3,15.4,3.7,12.26,0,0,2,-6,191.0,93.5,97.5,4.0,22,-3.8,,50,2,0.0,"Collins,  Mauer,  Williams",,11,99,56,,,0,Y,53,0,97,28,97,,487438,56,67,,5,0,27.0,False,,,,,,,11,12294,30060901,201,3006090
73.6, Tim Frazier,PG,POR,DEN,1H,10,12.21,1660.0,23.9,4.39,-1.1,4.5,16.6,28.7,,,,17.5,0.0,,0,0,,-1,201.5,104.0,97.5,-6.5,80,0.0,,50,3,-0.3,"Crawford,  Petraitis,  Tiven",,38,95,36,,,0,Y,40,0,97,26,95,,487717,52,53,,50,0,12.4,False,,,,,,,11,12583,30061202,201,3006120
73.5, Bobby Portis,C,CHI,IND,  ,10,12.21,1840.0,19.9,6.19,-4.2,4.3,18.4,32.5,,,,23.2,0.1,,0,0,,0,201.5,102.3,99.3,-3.0,72,0.0,,50,2,0.1,"Blair,  Lewis,  Phillips",,11,97,49,,,0,Y,40,0,98,26,98,,487076,52,59,,50,0,25.4,False,,,,,,,11,12075,30060802,201,3006080
73.02, Gorgui Dieng,C,MIN,UTA,1H,18,21.88,1422.2,28.8,3.72,-2.6,8.6,25.6,42.6,,,16.2,17.8,-3.7,15.29,0,0,8,-4,191.0,97.5,93.5,-4.0,45,-0.8,,50,2,0.0,"Collins,  Mauer,  Williams",,22,88,76,,,0,Y,62,0,89,26,93,,487755,44,78,,0,0,27.8,False,,,,,,,11,12457,30060902,201,3006090
72.81, Boban Marjanovic,C,SAN,PHX,  ,10,12.21,1820.0,15.3,5.99,-3.5,1.8,18.2,34.6,,,,23.9,5.7,,0,0,,0,198.0,106.3,91.8,-14.5,87,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,15,91,57,,,0,Y,24,0,98,0,97,,487380,64,58,,50,0,24.4,False,,,,,,,11,12673,30061102,201,3006110
72.6, Brook Lopez,C,BKN,@ORL,  ,31,37.59,1296.8,38.2,2.61,0.3,18.5,40.2,61.9,,,24.9,28.4,-0.7,20.76,0,0,-2,-2,199.5,96.0,103.5,7.5,36,0.2,,50,2,-0.1,"Davis,  Jones,  Richardson",,50,13,99,,,0,Y,90,0,86,28,90,,487129,47,97,,95,0,59.0,False,,,,,,,11,12193,30060501,201,3006050
72.37, Danny Green,SG,SAN,PHX,  ,10,12.21,1390.0,21.6,1.69,2.4,3.8,13.9,24.0,,,14.8,14.1,5.7,8.55,0,0,-6,-13,198.0,106.3,91.8,-14.5,87,1.0,,50,2,0.0,"Anderson,  Ayotte,  Washington",,74,98,23,,,0,Y,38,0,89,25,86,,487180,64,44,,99,0,12.4,False,,,,,,,11,12261,30061102,201,3006110
72.17, David Lee,PF,BOS,LAL,  ,10,12.21,1560.0,17.3,3.39,-1.4,2.1,15.6,29.1,,,22.3,18.6,-2.3,16.93,0,0,0,-7,206.5,110.0,96.5,-13.5,95,0.7,,50,3,-0.2,"Barnaky,  Callahan,  Workman",,35,99,37,,,0,Y,27,0,94,0,92,,487432,57,50,,89,0,16.2,False,,,,,,,11,12026,30060602,201,3006060
71.96, PJ Hairston,SF,CHR,LAC,  ,10,12.21,1660.0,25.9,4.39,-3.9,4.4,16.6,28.8,,,14.6,17.4,0.1,8.5,0,0,0,0,201.0,99.3,101.8,2.5,56,-0.7,,50,2,0.2,"Brown,  Taylor,  Zarba",,13,95,37,,,0,Y,40,0,97,26,95,,487706,54,53,,89,0,13.3,False,,,,,,,11,12515,30060402,201,3006040
71.29, Luis Scola,PF,TOR,WAS,  ,18,21.88,1327.8,27.9,2.02,-3.6,9.3,23.9,38.5,,,18.8,20.2,4.6,15.29,0,0,-2,1,203.5,105.5,98.0,-7.5,85,1.2,,50,2,-0.4,"Ford,  Fraher,  Guthrie",,14,88,69,,,0,Y,63,0,86,27,88,,487684,59,75,,95,0,13.9,False,,,,,,,11,12621,30060702,201,3006070
70.69, Amir Johnson,PF,BOS,LAL,  ,12,14.63,1400.0,20.8,2.17,-1.4,4.5,16.8,29.1,,,14.1,14.2,-2.3,14.9,0,0,-2,-6,206.5,110.0,96.5,-13.5,95,0.7,,50,3,-0.2,"Barnaky,  Callahan,  Workman",,35,99,37,,,0,Y,40,0,89,25,88,,487594,57,54,,95,0,5.0,False,,,,,,,11,12035,30060602,201,3006060
70.65, Wesley Johnson,SG,LAC,@CHR,1A,10,12.21,1580.0,22.5,3.59,-2.0,4.9,15.8,26.7,,,14.2,18.5,-0.1,12.67,0,0,0,-5,201.0,101.8,99.3,-2.5,70,0.3,,50,2,0.2,"Brown,  Taylor,  Zarba",,28,91,28,,,0,Y,41,0,94,26,92,,487168,46,50,,89,0,12.2,False,,,,,,,11,12276,30060401,201,3006040
70.11, Larry Nance Jr.,PF,LAL,@BOS,  ,10,12.21,1540.0,24.6,3.19,-2.8,3.9,15.4,26.9,,,11.9,14.0,2.3,11.5,0,0,0,0,206.5,96.5,110.0,13.5,39,-0.3,,50,2,-0.2,"Barnaky,  Callahan,  Workman",,19,99,29,,,0,Y,38,0,94,25,91,,487172,43,48,,89,0,18.2,False,,,,,,,11,12097,30060601,201,3006060
69.85, Lou Williams,PG,LAL,@BOS,  ,18,21.88,1322.2,31.1,1.92,-6.3,10.9,23.8,36.7,,,20.2,21.8,2.3,15.22,0,0,0,-3,206.5,96.5,110.0,13.5,39,-0.3,,50,2,-0.2,"Barnaky,  Callahan,  Workman",,5,89,63,,,0,Y,68,0,86,28,87,,487855,43,75,,89,0,30.3,False,,,,,,,11,12032,30060601,201,3006060
69.83, Gerald Henderson,SG,POR,DEN,1H,10,12.21,1500.0,20.4,2.79,-2.1,3.1,15.0,26.9,,,20.4,21.7,0.0,10.46,0,0,0,-8,201.5,104.0,97.5,-6.5,80,0.0,,50,3,-0.3,"Crawford,  Petraitis,  Tiven",,27,97,29,,,0,Y,32,0,93,25,90,,487383,52,47,,89,0,9.3,False,,,,,,,11,12235,30061202,201,3006120
69.68, Joe Ingles,SF,UTA,@MIN,1A,10,12.21,1510.0,19.8,2.89,-1.8,4.2,15.1,26.0,,,14.0,20.2,3.7,11.37,0,0,0,-2,191.0,93.5,97.5,4.0,22,-3.8,,50,2,0.0,"Collins,  Mauer,  Williams",,30,91,26,,,0,Y,39,0,93,26,90,,487537,56,48,,89,0,9.2,False,,,,,,,11,12589,30060901,201,3006090
69.51, Jeremy Lamb,SG,CHR,LAC,  ,14,17.05,1364.3,22.0,2.05,-2.6,6.7,19.1,31.5,,,20.8,21.9,0.1,17.52,0,0,-2,4,201.0,99.3,101.8,2.5,56,-0.7,,50,2,0.2,"Brown,  Taylor,  Zarba",,22,88,45,,,0,Y,51,0,88,26,88,,487750,54,61,,95,0,28.5,False,,,,,,,11,12380,30060402,201,3006040
69.44, Marco Belinelli,SG,SAC,PHI,  ,10,12.21,1490.0,22.8,2.69,-2.5,3.9,14.9,25.9,,,18.6,15.4,-2.2,9.53,0,0,-4,-3,216.0,113.3,102.8,-10.5,98,4.3,,50,2,0.3,"Capers,  Nansel,  Wall",,23,97,26,,,0,Y,38,0,92,25,90,,487814,61,47,,99,0,33.2,False,,,,,,,11,12168,30061302,201,3006130
69.13, Channing Frye,PF,ORL,BKN,  ,10,12.21,1520.0,23.2,2.99,-3.1,4.5,15.2,25.9,,,12.6,13.1,0.7,14.24,0,0,0,-2,199.5,103.5,96.0,-7.5,78,0.2,,50,2,-0.1,"Davis,  Jones,  Richardson",,17,98,26,,,0,Y,40,0,93,26,90,,487853,53,48,,89,0,16.7,False,,,,,,,11,12016,30060502,201,3006050
68.75, Solomon Hill,SG,IND,@CHI,1A,10,12.21,1480.0,24.3,2.59,-1.0,3.3,14.8,26.3,,,,14.9,-0.1,,0,0,,-2,201.5,99.3,102.3,3.0,56,0.5,,50,2,0.1,"Blair,  Lewis,  Phillips",,38,89,27,,,0,Y,34,0,92,25,89,,487810,48,47,,50,0,23.3,False,,,,,,,11,12495,30060801,201,3006080
68.56, Rodney Hood,SG,UTA,@MIN,1A,18,21.88,1233.3,28.7,0.32,-2.4,8.8,22.2,35.6,,,19.9,27.0,3.7,12.29,0,0,0,0,191.0,93.5,97.5,4.0,22,-3.8,,50,2,0.0,"Collins,  Mauer,  Williams",,25,88,60,,,0,Y,62,0,82,26,82,,487605,56,70,,89,0,18.0,False,,,,,,,11,12534,30060901,201,3006090
